meter_id,timestamp,consumption_kwh,voltage_v,current_a,power_factor,status
M-109,2026-09-13 20:00:00,87.45,217.37,404.08,0.721,OK
M-109,2026-09-13 21:00:00,84.92,216.83,403.82,0.723,OK
M-109,2026-09-13 22:00:00,91.69,216.49,403.09,0.744,OK
M-109,2026-09-13 23:00:00,88.41,215.88,411.0,0.719,OK
M-109,2026-09-14 00:00:00,68.45,215.51,317.9,0.719,OK
M-109,2026-09-14 01:00:00,70.2,215.26,312.75,0.754,OK
M-109,2026-09-14 02:00:00,67.3,217.03,324.76,0.744,OK
M-109,2026-09-14 03:00:00,68.8,215.64,300.79,0.738,OK
M-109,2026-09-14 04:00:00,70.85,216.94,306.25,0.723,OK
M-109,2026-09-14 05:00:00,70.39,217.89,317.4,0.756,OK
M-109,2026-09-14 06:00:00,90.51,216.58,411.14,0.782,OK
M-109,2026-09-14 07:00:00,84.52,218.08,402.4,0.751,OK
M-109,2026-09-14 08:00:00,109.93,214.5,498.17,0.764,OK
M-109,2026-09-14 09:00:00,107.46,214.56,501.77,0.744,OK
M-109,2026-09-14 10:00:00,106.18,217.38,497.52,0.745,OK
M-109,2026-09-14 11:00:00,104.41,216.78,493.56,0.747,OK
M-109,2026-09-14 12:00:00,111.72,215.47,494.87,0.742,OK
M-109,2026-09-14 13:00:00,117.51,213.43,504.29,0.741,OK
M-109,2026-09-14 14:00:00,111.52,216.45,492.77,0.736,OK
M-109,2026-09-14 15:00:00,110.16,218.43,486.68,0.739,OK
M-109,2026-09-14 16:00:00,104.85,215.15,501.0,0.732,OK
M-109,2026-09-14 17:00:00,106.15,216.18,507.43,0.708,OK
M-109,2026-09-14 18:00:00,86.79,217.94,408.59,0.774,OK
M-109,2026-09-14 19:00:00,93.89,215.93,406.9,0.764,OK
M-109,2026-09-14 20:00:00,87.56,216.5,401.57,0.721,OK
M-109,2026-09-14 21:00:00,87.21,217.88,404.25,0.734,OK
M-109,2026-09-14 22:00:00,84.35,217.25,395.62,0.741,OK
M-109,2026-09-14 23:00:00,86.89,217.47,402.78,0.761,OK
M-110,2026-09-01 00:00:00,21.23,222.15,101.07,0.938,OK
M-110,2026-09-01 01:00:00,22.3,219.43,100.69,0.953,OK
M-110,2026-09-01 02:00:00,22.36,219.58,102.47,0.95,OK
M-110,2026-09-01 03:00:00,24.25,222.54,107.03,0.932,OK
M-110,2026-09-01 04:00:00,22.95,221.34,99.35,0.938,OK
M-110,2026-09-01 05:00:00,19.92,221.87,99.77,0.954,OK
M-110,2026-09-01 06:00:00,29.08,221.49,129.45,0.958,OK
M-110,2026-09-01 07:00:00,28.14,223.09,129.05,0.952,OK
M-110,2026-09-01 08:00:00,34.78,220.74,157.11,0.943,OK
M-110,2026-09-01 09:00:00,35.01,220.83,155.28,0.938,OK
M-110,2026-09-01 10:00:00,34.87,220.75,158.55,0.92,OK
M-110,2026-09-01 11:00:00,35.55,219.81,157.16,0.962,OK
M-110,2026-09-01 12:00:00,32.76,220.93,159.94,0.916,OK
M-110,2026-09-01 13:00:00,34.97,220.33,155.58,0.939,OK
M-110,2026-09-01 14:00:00,34.54,218.77,155.34,0.969,OK
M-110,2026-09-01 15:00:00,34.38,219.65,154.6,0.962,OK
M-110,2026-09-01 16:00:00,32.9,220.3,157.2,0.942,OK
M-110,2026-09-01 17:00:00,33.18,221.01,154.94,0.954,OK
M-110,2026-09-01 18:00:00,27.42,222.07,128.53,0.925,OK
M-110,2026-09-01 19:00:00,28.51,219.74,125.95,0.954,OK
M-110,2026-09-01 20:00:00,27.76,222.59,125.15,0.964,OK
M-110,2026-09-01 21:00:00,25.81,221.71,124.38,0.946,OK
M-110,2026-09-01 22:00:00,30.62,221.36,130.65,0.935,OK
M-110,2026-09-01 23:00:00,29.21,222.57,124.97,0.956,OK
M-110,2026-09-02 00:00:00,21.17,223.69,103.21,0.947,OK
M-110,2026-09-02 01:00:00,23.09,221.1,99.5,0.927,OK
M-110,2026-09-02 02:00:00,22.32,223.16,100.93,0.923,OK
M-110,2026-09-02 03:00:00,21.93,220.71,104.66,0.947,OK
M-110,2026-09-02 04:00:00,21.15,218.81,98.0,0.941,OK
M-110,2026-09-02 05:00:00,20.93,220.05,101.15,0.943,OK
M-110,2026-09-02 06:00:00,27.89,220.37,128.66,0.934,OK
M-110,2026-09-02 07:00:00,28.64,221.15,132.0,0.941,OK
M-110,2026-09-02 08:00:00,34.55,220.83,150.65,0.944,OK
M-110,2026-09-02 09:00:00,33.41,220.51,154.54,0.965,OK
M-110,2026-09-02 10:00:00,36.25,220.38,154.02,0.943,OK
M-110,2026-09-02 11:00:00,35.85,221.11,157.24,0.958,OK
M-110,2026-09-02 12:00:00,33.89,221.0,160.89,0.937,OK
M-110,2026-09-02 13:00:00,34.4,220.49,160.5,0.964,OK
M-110,2026-09-02 14:00:00,33.84,221.79,154.5,0.937,OK
M-110,2026-09-02 15:00:00,35.87,219.95,157.85,0.949,OK
M-110,2026-09-02 16:00:00,33.95,223.27,157.85,0.944,OK
M-110,2026-09-02 17:00:00,35.47,221.03,156.87,0.948,OK
M-110,2026-09-02 18:00:00,27.32,220.65,129.81,0.936,OK
M-110,2026-09-02 19:00:00,29.94,220.73,129.1,0.97,OK
M-110,2026-09-02 20:00:00,25.95,219.94,132.62,0.953,OK
M-110,2026-09-02 21:00:00,27.7,222.58,126.03,0.978,OK
M-110,2026-09-02 22:00:00,28.21,221.07,129.81,0.976,OK
M-110,2026-09-02 23:00:00,25.56,220.13,129.93,0.915,OK
M-110,2026-09-03 00:00:00,21.82,220.21,106.34,0.962,OK
M-110,2026-09-03 01:00:00,24.0,221.14,100.76,0.924,OK
M-110,2026-09-03 02:00:00,21.32,221.07,103.52,0.956,OK
M-110,2026-09-03 03:00:00,22.51,220.48,107.38,0.974,OK
M-110,2026-09-03 04:00:00,22.51,219.53,105.88,0.953,OK
M-110,2026-09-03 05:00:00,21.77,222.47,101.22,0.956,OK
M-110,2026-09-03 06:00:00,30.23,220.01,126.79,0.95,OK
M-110,2026-09-03 07:00:00,28.47,219.85,128.24,0.968,OK
M-110,2026-09-03 08:00:00,34.21,221.02,161.08,0.96,OK
M-110,2026-09-03 09:00:00,35.5,221.44,154.33,0.979,OK
M-110,2026-09-03 10:00:00,35.07,221.83,159.5,0.955,OK
M-110,2026-09-03 11:00:00,34.98,221.92,158.44,0.93,OK
M-110,2026-09-03 12:00:00,35.07,220.53,156.25,0.969,OK
M-110,2026-09-03 13:00:00,33.69,221.95,152.62,0.929,OK
M-110,2026-09-03 14:00:00,32.02,221.19,159.52,0.957,OK
M-110,2026-09-03 15:00:00,34.1,219.58,152.65,0.946,OK
M-110,2026-09-03 16:00:00,32.94,220.45,157.72,0.953,OK
M-110,2026-09-03 17:00:00,34.94,221.6,157.96,0.945,OK
M-110,2026-09-03 18:00:00,28.78,218.09,129.51,0.96,OK
M-110,2026-09-03 19:00:00,28.73,219.46,130.49,0.945,OK
M-110,2026-09-03 20:00:00,26.99,219.31,131.03,0.936,OK
M-110,2026-09-03 21:00:00,29.27,219.89,126.91,0.964,OK
M-110,2026-09-03 22:00:00,29.85,222.02,130.97,0.947,OK
M-110,2026-09-03 23:00:00,28.23,221.2,126.86,0.942,OK
M-110,2026-09-04 00:00:00,21.71,222.42,102.6,0.956,OK
M-110,2026-09-04 01:00:00,24.83,218.79,98.68,0.961,OK
M-110,2026-09-04 02:00:00,21.24,218.88,99.98,0.937,OK
M-110,2026-09-04 03:00:00,20.22,220.53,99.5,0.951,OK
M-110,2026-09-04 04:00:00,24.06,219.05,102.83,0.959,OK
M-110,2026-09-04 05:00:00,22.48,220.97,100.51,0.953,OK
M-110,2026-09-04 06:00:00,27.55,222.42,128.25,0.939,OK
M-110,2026-09-04 07:00:00,27.08,219.64,128.61,0.924,OK
M-110,2026-09-04 08:00:00,34.24,220.95,161.15,0.953,OK
M-110,2026-09-04 09:00:00,31.74,221.11,158.11,0.94,OK
M-110,2026-09-04 10:00:00,34.97,219.73,157.31,0.955,OK
M-110,2026-09-04 11:00:00,36.4,219.96,156.12,0.947,OK
M-110,2026-09-04 12:00:00,35.92,221.69,153.12,0.94,OK
M-110,2026-09-04 13:00:00,35.06,220.32,155.11,0.973,OK
M-110,2026-09-04 14:00:00,32.75,223.08,158.26,0.96,OK
M-110,2026-09-04 15:00:00,32.86,220.1,152.96,0.952,OK
M-110,2026-09-04 16:00:00,35.04,219.95,152.98,0.938,OK
M-110,2026-09-04 17:00:00,34.47,219.88,162.75,0.935,OK
M-110,2026-09-04 18:00:00,26.93,220.95,130.71,0.937,OK
M-110,2026-09-04 19:00:00,28.01,221.36,126.43,0.99,OK
M-110,2026-09-04 20:00:00,29.29,220.2,128.52,0.93,OK
M-110,2026-09-04 21:00:00,29.55,220.44,130.84,0.968,OK
M-110,2026-09-04 22:00:00,28.55,221.36,131.12,0.947,OK
M-110,2026-09-04 23:00:00,27.18,222.01,128.36,0.942,OK
M-110,2026-09-05 00:00:00,22.94,221.94,97.55,0.955,OK
M-110,2026-09-05 01:00:00,20.64,222.12,100.13,0.931,OK
M-110,2026-09-05 02:00:00,20.82,223.56,100.59,0.94,OK
M-110,2026-09-05 03:00:00,23.01,220.29,101.58,0.952,OK
M-110,2026-09-05 04:00:00,21.69,219.01,99.73,0.95,OK
M-110,2026-09-05 05:00:00,23.58,222.31,100.97,0.959,OK
M-110,2026-09-05 06:00:00,28.44,220.42,126.92,0.928,OK
M-110,2026-09-05 07:00:00,28.15,223.06,129.24,0.958,OK
M-110,2026-09-05 08:00:00,33.51,220.75,152.48,0.962,OK
M-110,2026-09-05 09:00:00,34.41,220.78,158.43,0.961,OK
M-110,2026-09-05 10:00:00,32.48,219.67,161.61,0.962,OK
M-110,2026-09-05 11:00:00,34.34,220.71,156.45,0.954,OK
M-110,2026-09-05 12:00:00,35.36,222.69,159.98,0.955,OK
M-110,2026-09-05 13:00:00,37.12,222.29,157.08,0.956,OK
M-110,2026-09-05 14:00:00,33.95,221.6,157.34,0.95,OK
M-110,2026-09-05 15:00:00,35.3,220.97,159.4,0.906,OK
M-110,2026-09-05 16:00:00,37.07,220.01,155.91,0.933,OK
M-110,2026-09-05 17:00:00,34.25,220.12,155.11,0.94,OK
M-110,2026-09-05 18:00:00,29.26,221.98,134.89,0.967,OK
M-110,2026-09-05 19:00:00,27.99,221.51,129.11,0.94,OK
M-110,2026-09-05 20:00:00,27.92,222.31,131.36,0.951,OK
M-110,2026-09-05 21:00:00,26.85,219.27,127.91,0.951,OK
M-110,2026-09-05 22:00:00,28.88,221.29,127.99,0.956,OK
M-110,2026-09-05 23:00:00,28.88,220.7,125.2,0.956,OK
M-110,2026-09-06 00:00:00,24.53,221.66,99.98,0.963,OK
M-110,2026-09-06 01:00:00,22.04,222.44,104.25,0.971,OK
M-110,2026-09-06 02:00:00,22.96,220.26,107.88,0.982,OK
M-110,2026-09-06 03:00:00,23.4,220.62,104.82,0.963,OK
M-110,2026-09-06 04:00:00,24.32,220.8,97.54,0.918,OK
M-110,2026-09-06 05:00:00,22.07,220.74,98.35,0.99,OK
M-110,2026-09-06 06:00:00,30.92,221.67,124.48,0.962,OK
M-110,2026-09-06 07:00:00,28.05,221.33,129.33,0.93,OK
M-110,2026-09-06 08:00:00,33.28,221.12,157.32,0.939,OK
M-110,2026-09-06 09:00:00,33.61,222.06,156.53,0.949,OK
M-110,2026-09-06 10:00:00,36.99,221.23,154.71,0.945,OK
M-110,2026-09-06 11:00:00,35.54,223.31,154.46,0.925,OK
M-110,2026-09-06 12:00:00,37.12,221.66,157.07,0.97,OK
M-110,2026-09-06 13:00:00,35.92,221.72,154.61,0.978,OK
M-110,2026-09-06 14:00:00,33.48,221.46,163.16,0.944,OK
M-110,2026-09-06 15:00:00,33.47,218.65,156.13,0.944,OK
M-110,2026-09-06 16:00:00,34.35,221.9,153.58,0.947,OK
M-110,2026-09-06 17:00:00,33.83,221.43,155.82,0.951,OK
M-110,2026-09-06 18:00:00,27.54,220.94,129.18,0.933,OK
M-110,2026-09-06 19:00:00,28.12,221.69,130.54,0.947,OK
M-110,2026-09-06 20:00:00,29.47,219.86,125.86,0.946,OK
M-110,2026-09-06 21:00:00,30.62,220.67,129.29,0.973,OK
M-110,2026-09-06 22:00:00,28.12,220.39,135.5,0.935,OK
M-110,2026-09-06 23:00:00,28.29,220.03,128.05,0.989,OK
M-110,2026-09-07 00:00:00,22.77,220.45,102.19,0.941,OK
M-110,2026-09-07 01:00:00,23.76,219.63,95.77,0.946,OK
M-110,2026-09-07 02:00:00,24.21,221.5,99.68,0.95,OK
M-110,2026-09-07 03:00:00,24.13,221.88,96.05,0.947,OK
M-110,2026-09-07 04:00:00,23.61,221.03,98.34,0.948,OK
M-110,2026-09-07 05:00:00,20.92,220.3,96.96,0.952,OK
M-110,2026-09-07 06:00:00,27.46,218.74,127.81,0.944,OK
M-110,2026-09-07 07:00:00,29.95,220.9,130.92,0.954,OK
M-110,2026-09-07 08:00:00,33.56,223.48,161.67,0.952,OK
M-110,2026-09-07 09:00:00,38.35,219.5,154.76,0.939,OK
M-110,2026-09-07 10:00:00,34.41,220.66,163.74,0.937,OK
M-110,2026-09-07 11:00:00,33.46,222.2,160.22,0.943,OK
M-110,2026-09-07 12:00:00,32.09,223.07,153.41,0.96,OK
M-110,2026-09-07 13:00:00,34.81,223.35,162.41,0.949,OK
M-110,2026-09-07 14:00:00,34.7,220.66,155.05,0.928,OK
M-110,2026-09-07 15:00:00,32.63,222.3,151.63,0.927,OK
M-110,2026-09-07 16:00:00,37.45,223.08,154.61,0.945,OK
M-110,2026-09-07 17:00:00,32.53,222.68,160.65,0.936,OK
M-110,2026-09-07 18:00:00,28.06,220.86,126.08,0.952,OK
M-110,2026-09-07 19:00:00,28.03,220.3,123.34,0.961,OK
M-110,2026-09-07 20:00:00,28.23,219.88,127.82,0.941,OK
M-110,2026-09-07 21:00:00,30.49,221.86,125.38,0.951,OK
M-110,2026-09-07 22:00:00,28.86,220.58,126.6,0.95,OK
M-110,2026-09-07 23:00:00,27.79,221.55,129.79,0.983,OK
M-110,2026-09-08 00:00:00,22.71,222.4,95.06,0.947,OK
M-110,2026-09-08 01:00:00,25.14,220.39,105.21,0.961,OK
M-110,2026-09-08 02:00:00,21.49,221.81,100.81,0.967,OK
M-110,2026-09-08 03:00:00,23.57,223.98,101.02,0.945,OK
M-110,2026-09-08 04:00:00,20.07,222.77,96.56,0.949,OK
M-110,2026-09-08 05:00:00,22.54,220.46,99.17,0.938,OK
M-110,2026-09-08 06:00:00,29.18,221.52,128.51,0.955,OK
M-110,2026-09-08 07:00:00,27.92,219.15,124.42,0.99,OK
M-110,2026-09-08 08:00:00,36.79,220.19,160.82,0.95,OK
M-110,2026-09-08 09:00:00,33.58,220.29,152.86,0.97,OK
M-110,2026-09-08 10:00:00,35.9,220.62,153.89,0.961,OK
M-110,2026-09-08 11:00:00,33.92,221.48,157.04,0.956,OK
M-110,2026-09-08 12:00:00,35.08,220.34,154.84,0.933,OK
M-110,2026-09-08 13:00:00,32.53,221.98,156.46,0.929,OK
M-110,2026-09-08 14:00:00,35.1,218.8,159.15,0.946,OK
M-110,2026-09-08 15:00:00,37.02,218.76,158.46,0.96,OK
M-110,2026-09-08 16:00:00,33.67,220.17,158.87,0.949,OK
M-110,2026-09-08 17:00:00,33.97,220.32,156.81,0.947,OK
M-110,2026-09-08 18:00:00,26.87,221.21,130.27,0.926,OK
M-110,2026-09-08 19:00:00,29.91,221.19,128.27,0.961,OK
M-110,2026-09-08 20:00:00,28.98,220.65,132.3,0.966,OK
M-110,2026-09-08 21:00:00,28.69,221.48,130.32,0.969,OK
M-110,2026-09-08 22:00:00,29.53,220.23,127.47,0.949,OK
M-110,2026-09-08 23:00:00,27.46,218.45,125.64,0.927,OK
M-110,2026-09-09 00:00:00,25.1,223.28,98.83,0.956,OK
M-110,2026-09-09 01:00:00,22.25,221.01,96.3,0.978,OK
M-110,2026-09-09 02:00:00,24.5,219.62,101.62,0.936,OK
M-110,2026-09-09 03:00:00,21.13,222.96,104.63,0.953,OK
M-110,2026-09-09 04:00:00,21.9,219.83,105.45,0.951,OK
M-110,2026-09-09 05:00:00,22.97,220.24,98.21,0.939,OK
M-110,2026-09-09 06:00:00,30.5,221.14,134.54,0.946,OK
M-110,2026-09-09 07:00:00,27.68,220.34,128.81,0.949,OK
M-110,2026-09-09 08:00:00,35.3,220.77,155.58,0.947,OK
M-110,2026-09-09 09:00:00,34.28,221.91,155.48,0.923,OK
M-110,2026-09-09 10:00:00,36.92,221.73,157.21,0.961,OK
M-110,2026-09-09 11:00:00,33.73,219.76,154.06,0.946,OK
M-110,2026-09-09 12:00:00,35.7,221.73,155.05,0.914,OK
M-110,2026-09-09 13:00:00,34.18,220.79,160.3,0.938,OK
M-110,2026-09-09 14:00:00,33.8,219.79,147.72,0.966,OK
M-110,2026-09-09 15:00:00,33.9,218.2,155.41,0.926,OK
M-110,2026-09-09 16:00:00,36.39,219.44,158.65,0.941,OK
M-110,2026-09-09 17:00:00,34.68,218.6,153.21,0.948,OK
M-110,2026-09-09 18:00:00,29.32,222.05,130.58,0.927,OK
M-110,2026-09-09 19:00:00,28.6,220.9,127.99,0.947,OK
M-110,2026-09-09 20:00:00,27.6,222.39,119.75,0.955,OK
M-110,2026-09-09 21:00:00,26.44,220.46,130.22,0.944,OK
M-110,2026-09-09 22:00:00,27.44,220.04,130.41,0.934,OK
M-110,2026-09-09 23:00:00,30.1,220.82,128.26,0.96,OK
M-110,2026-09-10 00:00:00,21.39,221.37,99.4,0.927,OK
M-110,2026-09-10 01:00:00,22.63,222.03,98.53,0.958,OK
M-110,2026-09-10 02:00:00,22.9,220.88,95.98,0.932,OK
M-110,2026-09-10 03:00:00,22.27,219.15,93.85,0.968,OK
M-110,2026-09-10 04:00:00,22.84,219.91,99.74,0.934,OK
M-110,2026-09-10 05:00:00,22.6,222.86,99.77,0.947,OK
M-110,2026-09-10 06:00:00,28.6,220.57,124.63,0.953,OK
M-110,2026-09-10 07:00:00,28.0,221.39,127.34,0.973,OK
M-110,2026-09-10 08:00:00,34.92,221.75,160.23,0.966,OK
M-110,2026-09-10 09:00:00,33.87,220.76,156.18,0.958,OK
M-110,2026-09-10 10:00:00,35.83,222.05,157.18,0.942,OK
M-110,2026-09-10 11:00:00,35.96,221.81,159.85,0.952,OK
M-110,2026-09-10 12:00:00,35.72,221.24,154.12,0.955,OK
M-110,2026-09-10 13:00:00,32.86,219.5,158.22,0.944,OK
M-110,2026-09-10 14:00:00,34.78,221.1,154.61,0.951,OK
M-110,2026-09-10 15:00:00,33.57,220.08,158.5,0.984,OK
M-110,2026-09-10 16:00:00,34.57,219.82,153.29,0.967,OK
M-110,2026-09-10 17:00:00,34.15,222.02,152.71,0.944,OK
M-110,2026-09-10 18:00:00,29.43,221.33,131.61,0.986,OK
M-110,2026-09-10 19:00:00,26.11,220.69,126.35,0.984,OK
M-110,2026-09-10 20:00:00,31.04,220.05,132.67,0.94,OK
M-110,2026-09-10 21:00:00,27.36,222.79,126.45,0.946,OK
M-110,2026-09-10 22:00:00,28.36,219.0,131.12,0.951,OK
M-110,2026-09-10 23:00:00,26.98,220.3,127.92,0.94,OK
M-110,2026-09-11 00:00:00,22.64,220.74,101.46,0.956,OK
M-110,2026-09-11 01:00:00,21.1,220.75,102.84,0.943,OK
M-110,2026-09-11 02:00:00,21.21,223.24,100.08,0.949,OK
M-110,2026-09-11 03:00:00,20.72,220.43,103.56,0.954,OK
M-110,2026-09-11 04:00:00,21.47,220.29,104.64,0.971,OK
M-110,2026-09-11 05:00:00,20.85,222.68,99.92,0.953,OK
M-110,2026-09-11 06:00:00,31.7,221.31,127.99,0.979,OK
M-110,2026-09-11 07:00:00,26.4,220.05,123.89,0.962,OK
M-110,2026-09-11 08:00:00,32.47,221.63,158.59,0.98,OK
M-110,2026-09-11 09:00:00,36.18,222.63,157.89,0.958,OK
M-110,2026-09-11 10:00:00,34.08,220.32,153.37,0.949,OK
M-110,2026-09-11 11:00:00,34.97,220.74,150.39,0.95,OK
M-110,2026-09-11 12:00:00,35.49,221.22,161.68,0.936,OK
M-110,2026-09-11 13:00:00,32.17,219.96,158.86,0.963,OK
M-110,2026-09-11 14:00:00,36.68,221.66,152.17,0.969,OK
M-110,2026-09-11 15:00:00,36.15,219.98,150.51,0.931,OK
M-110,2026-09-11 16:00:00,35.45,217.76,158.04,0.945,OK
M-110,2026-09-11 17:00:00,35.84,221.18,157.24,0.945,OK
M-110,2026-09-11 18:00:00,27.04,221.06,128.75,0.959,OK
M-110,2026-09-11 19:00:00,29.5,222.31,129.06,0.944,OK
M-110,2026-09-11 20:00:00,26.5,221.15,130.23,0.957,OK
M-110,2026-09-11 21:00:00,26.75,221.85,134.17,0.946,OK
M-110,2026-09-11 22:00:00,27.21,219.68,132.03,0.984,OK
M-110,2026-09-11 23:00:00,27.66,220.78,133.96,0.974,OK
M-110,2026-09-12 00:00:00,21.29,221.97,100.86,0.96,OK
M-110,2026-09-12 01:00:00,23.86,221.1,99.34,0.969,OK
M-110,2026-09-12 02:00:00,21.33,220.74,102.52,0.953,OK
M-110,2026-09-12 03:00:00,22.44,220.69,98.44,0.952,OK
M-110,2026-09-12 04:00:00,22.18,222.21,105.52,0.954,OK
M-110,2026-09-12 05:00:00,21.25,223.37,98.33,0.935,OK
M-110,2026-09-12 06:00:00,28.68,220.63,129.88,0.935,OK
M-110,2026-09-12 07:00:00,27.42,220.15,127.16,0.97,OK
M-110,2026-09-12 08:00:00,34.71,221.13,155.23,0.96,OK
M-110,2026-09-12 09:00:00,34.24,219.47,159.51,0.968,OK
M-110,2026-09-12 10:00:00,34.71,220.17,156.66,0.932,OK
M-110,2026-09-12 11:00:00,32.39,221.71,154.51,0.936,OK
M-110,2026-09-12 12:00:00,32.55,220.54,154.07,0.945,OK
M-110,2026-09-12 13:00:00,34.54,222.5,159.9,0.98,OK
M-110,2026-09-12 14:00:00,32.45,221.84,154.23,0.943,OK
M-110,2026-09-12 15:00:00,35.93,222.9,157.42,0.966,OK
M-110,2026-09-12 16:00:00,36.21,220.88,155.56,0.945,OK
M-110,2026-09-12 17:00:00,32.61,221.89,161.22,0.945,OK
M-110,2026-09-12 18:00:00,30.35,218.79,126.91,0.965,OK
M-110,2026-09-12 19:00:00,26.73,221.25,128.21,0.956,OK
M-110,2026-09-12 20:00:00,29.71,221.66,130.54,0.938,OK
M-110,2026-09-12 21:00:00,28.93,222.87,124.28,0.929,OK
M-110,2026-09-12 22:00:00,28.03,220.12,124.84,0.95,OK
M-110,2026-09-12 23:00:00,27.78,221.27,132.23,0.943,OK
M-110,2026-09-13 00:00:00,22.13,222.09,104.46,0.933,OK
M-110,2026-09-13 01:00:00,21.37,221.42,102.22,0.934,OK
M-110,2026-09-13 02:00:00,23.37,222.56,98.13,0.958,OK
M-110,2026-09-13 03:00:00,20.74,220.34,99.21,0.952,OK
M-110,2026-09-13 04:00:00,22.03,219.33,97.36,0.958,OK
M-110,2026-09-13 05:00:00,22.72,221.32,101.12,0.941,OK
M-110,2026-09-13 06:00:00,28.78,222.41,136.42,0.946,OK
M-110,2026-09-13 07:00:00,27.79,222.28,120.22,0.962,OK
M-110,2026-09-13 08:00:00,33.96,219.61,152.5,0.957,OK
M-110,2026-09-13 09:00:00,34.59,221.1,158.87,0.965,OK
M-110,2026-09-13 10:00:00,35.24,218.49,159.29,0.931,OK
M-110,2026-09-13 11:00:00,34.21,223.26,160.04,0.948,OK
M-110,2026-09-13 12:00:00,33.86,222.04,150.94,0.942,OK
M-110,2026-09-13 13:00:00,38.86,223.53,154.58,0.961,OK
M-110,2026-09-13 14:00:00,33.28,221.93,157.5,0.947,OK
M-110,2026-09-13 15:00:00,35.89,221.72,159.25,0.95,OK
M-110,2026-09-13 16:00:00,33.08,221.21,156.57,0.922,OK
M-110,2026-09-13 17:00:00,34.96,219.44,156.51,0.945,OK
M-110,2026-09-13 18:00:00,28.08,221.26,134.59,0.966,OK
M-110,2026-09-13 19:00:00,28.36,221.81,123.18,0.94,OK
M-110,2026-09-13 20:00:00,28.05,221.09,125.64,0.966,OK
M-110,2026-09-13 21:00:00,29.83,223.07,133.56,0.919,OK
M-110,2026-09-13 22:00:00,26.85,221.76,123.38,0.94,OK
M-110,2026-09-13 23:00:00,27.84,221.46,128.15,0.928,OK
M-110,2026-09-14 00:00:00,20.56,222.44,100.8,0.95,OK
M-110,2026-09-14 01:00:00,21.21,222.14,94.36,0.939,OK
M-110,2026-09-14 02:00:00,20.71,219.27,95.65,0.936,OK
M-110,2026-09-14 03:00:00,21.99,221.22,97.17,0.946,OK
M-110,2026-09-14 04:00:00,25.43,221.19,95.69,0.953,OK
M-110,2026-09-14 05:00:00,20.88,221.92,101.09,0.951,OK
M-110,2026-09-14 06:00:00,30.46,219.99,122.27,0.972,OK
M-110,2026-09-14 07:00:00,29.8,222.48,130.42,0.921,OK
M-110,2026-09-14 08:00:00,35.83,220.21,159.99,0.989,OK
M-110,2026-09-14 09:00:00,34.99,221.46,150.22,0.939,OK
M-110,2026-09-14 10:00:00,36.35,220.28,158.44,0.973,OK
M-110,2026-09-14 11:00:00,36.04,220.82,154.32,0.958,OK
M-110,2026-09-14 12:00:00,34.21,221.04,155.8,0.934,OK
M-110,2026-09-14 13:00:00,31.59,218.61,157.52,0.935,OK
M-110,2026-09-14 14:00:00,32.24,221.51,151.85,0.947,OK
M-110,2026-09-14 15:00:00,34.36,220.21,152.85,0.956,OK
M-110,2026-09-14 16:00:00,34.65,222.16,159.27,0.946,OK
M-110,2026-09-14 17:00:00,32.13,220.88,154.53,0.938,OK
M-110,2026-09-14 18:00:00,27.04,223.92,129.01,0.943,OK
M-110,2026-09-14 19:00:00,28.52,222.49,124.86,0.963,OK
M-110,2026-09-14 20:00:00,29.65,220.49,132.88,0.945,OK
M-110,2026-09-14 21:00:00,30.91,218.34,130.7,0.957,OK
M-110,2026-09-14 22:00:00,27.71,221.49,131.49,0.924,OK
M-110,2026-09-14 23:00:00,28.9,221.44,129.43,0.959,OK
M-111,2026-09-01 00:00:00,31.76,220.03,134.44,0.957,OK
M-111,2026-09-01 01:00:00,32.88,220.25,135.95,0.946,OK
M-111,2026-09-01 02:00:00,29.9,222.6,133.26,0.929,OK
M-111,2026-09-01 03:00:00,31.25,218.22,132.82,0.937,OK
M-111,2026-09-01 04:00:00,28.7,220.11,134.93,0.925,OK
M-111,2026-09-01 05:00:00,31.73,221.9,136.47,0.944,OK
M-111,2026-09-01 06:00:00,37.67,219.31,172.31,0.942,OK
M-111,2026-09-01 07:00:00,37.46,220.15,165.82,0.933,OK
M-111,2026-09-01 08:00:00,45.56,221.53,208.29,0.927,OK
M-111,2026-09-01 09:00:00,45.42,219.0,204.9,0.931,OK
M-111,2026-09-01 10:00:00,45.63,220.38,208.96,0.924,OK
M-111,2026-09-01 11:00:00,47.86,218.92,210.03,0.958,OK
M-111,2026-09-01 12:00:00,46.41,220.43,206.73,0.94,OK
M-111,2026-09-01 13:00:00,46.74,219.6,207.76,0.91,OK
M-111,2026-09-01 14:00:00,46.71,220.93,206.08,0.947,OK
M-111,2026-09-01 15:00:00,45.4,220.25,210.27,0.942,OK
M-111,2026-09-01 16:00:00,45.71,219.14,212.25,0.935,OK
M-111,2026-09-01 17:00:00,44.06,219.3,209.38,0.933,OK
M-111,2026-09-01 18:00:00,36.94,218.5,170.39,0.906,OK
M-111,2026-09-01 19:00:00,38.41,221.02,163.86,0.963,OK
M-111,2026-09-01 20:00:00,37.47,219.97,174.1,0.964,OK
M-111,2026-09-01 21:00:00,37.04,219.9,163.11,0.966,OK
M-111,2026-09-01 22:00:00,38.52,220.39,168.65,0.955,OK
